id,powiat,populacja_ogolem,populacja_produkcyjna,stadiony,hale_sportowe,sale_gimnastyczne,korty_tenisowe,plywalnie,wodociagi,drogi_utwardzone,drogi_gruntowe,gaz,technika_zawodowki,sciezki_rowerowe_na_obszar,sciezki_rowerowe_na_ludnosc,przystanki_zbiorkom,licea,kanalizacja,wynagrodzenia,odbior_odpadow,koszty_odpadow,szkoly_podstawowe
319,"Powiat piski",55833,34508,4,1,0,0,1,48780,31.8,100.9,11.2,35.6,12918,23,136.4,4.33,110,6,40232,4633.18,0.0,0.00,26,
320,"Powiat szczycieński",69089,42744,4,4,3,6,3,64422,38.2,107.0,32.9,92.0,23551,27,169.7,4.75,269,3,42978,4523.23,0.0,0.00,32,
321,"Powiat gołdapski",26489,16209,1,1,0,1,1,24777,30.0,87.5,45.6,132.8,144,27,312.1,9.10,198,1,17447,4227.65,0.0,0.00,14,
322,"Powiat węgorzewski",22444,13541,2,3,7,2,0,21995,39.4,121.8,35.1,108.4,12162,24,442.9,13.68,128,1,13402,4314.62,0.0,0.00,9,
323,"Powiat m.Elbląg",118582,70042,4,2,1,4,2,117058,223.9,15.1,17.3,1.2,97461,27,5788.0,3.90,383,6,112227,4952.59,77.8,506.15,25,
324,"Powiat m.Olsztyn",171249,99927,3,7,3,11,6,171143,265.6,13.7,91.1,4.7,131173,24,11445.7,5.90,434,16,171198,5438.71,67.3,690.86,42,
325,"Powiat chodzieski",46824,28185,18,1,0,7,1,46466,71.6,104.8,34.6,50.7,29355,23,636.4,9.31,288,3,37997,4550.77,0.0,0.00,19,
326,"Powiat czarnkowsko-trzcianecki",86590,52142,7,3,0,4,0,79484,32.0,66.8,20.8,43.4,17319,20,287.4,5.99,390,6,53744,4869.30,0.0,0.00,40,
327,"Powiat gnieźnieński",145068,86061,10,7,5,12,1,141155,107.5,93.0,36.0,31.1,75835,23,592.0,5.12,822,7,110945,4658.83,0.0,0.00,54,
328,"Powiat gostyński",75732,45697,3,3,1,4,1,74221,110.2,117.9,22.3,23.9,49738,25,649.2,6.95,299,4,52168,4698.58,0.0,0.00,27,
329,"Powiat grodziski",51929,31553,4,2,0,6,1,49459,74.0,91.5,51.3,63.4,34372,27,962.8,11.90,110,1,29432,4433.04,0.0,0.00,22,
330,"Powiat jarociński",71425,42656,6,7,0,1,0,69565,118.8,97.7,12.7,10.4,33381,28,684.5,5.63,445,5,56859,4193.08,0.0,0.00,35,
331,"Powiat kaliski",82911,50642,2,2,2,0,0,78909,114.1,159.6,42.4,59.4,12454,19,288.8,4.04,657,30033,4195.22,0.0,0.00,48,
332,"Powiat kępiński",56298,34169,2,3,2,3,2,54821,96.8,104.6,46.4,50.1,15733,26,757.9,8.19,247,2,39427,3872.06,0.0,0.00,29,
333,"Powiat kolski",86108,51740,9,3,0,6,1,80671,114.9,134.9,31.2,36.6,4399,21,284.0,3.33,714,4,39931,4895.57,0.0,0.00,44,
334,"Powiat koniński",129904,81381,15,6,1,6,0,126327,133.6,162.3,28.7,34.8,7875,23,491.7,5.97,1057,3,52833,4184.77,0.0,0.00,68,
335,"Powiat kościański",78866,47568,6,3,3,5,1,77435,85.2,78.1,29.6,27.1,43355,25,1428.5,13.09,205,4,59430,4582.74,0.0,0.00,26,
336,"Powiat krotoszyński",76998,46255,4,1,3,7,1,75037,108.4,100.5,52.5,48.6,38605,26,396.5,3.68,396,2,45901,4020.71,0.0,0.00,40,
337,"Powiat leszczyński",57911,35228,4,2,2,2,0,55119,66.8,93.0,31.8,44.2,17783,1430.9,19.91,172,1,36232,4953.38,0.0,0.00,29,
338,"Powiat międzychodzki",36633,21882,2,2,1,2,1,33793,36.6,73.6,30.7,61.7,13630,23,105.9,2.13,174,2,24332,4519.70,0.0,0.00,10,
339,"Powiat nowotomyski",75576,45338,5,3,3,9,2,70154,51.2,68.7,79.5,106.6,44824,24,699.5,9.38,150,3,45749,4807.23,0.0,0.00,34,
340,"Powiat obornicki",59821,35970,4,3,0,1,1,56408,65.8,78.2,30.0,35.6,33003,29,596.3,7.09,272,2,43282,4854.35,0.0,0.00,19,
341,"Powiat ostrowski",161357,96765,6,7,3,5,0,158078,105.7,76.0,34.6,24.9,77926,30,914.6,6.58,790,9,105810,4542.09,0.0,0.00,77,
342,"Powiat ostrzeszowski",55265,33448,6,3,2,2,1,53582,102.0,142.6,34.7,48.5,15526,28,393.5,5.50,252,2,31230,4488.82,0.0,0.00,26,
343,"Powiat pilski",135477,81520,14,13,9,9,4,130238,62.8,58.8,40.0,37.5,80033,25,698.6,6.54,508,9,113135,4928.72,0.0,0.00,40,
344,"Powiat pleszewski",62763,37874,2,4,1,6,1,59819,107.9,122.6,50.6,57.5,12155,20,753.1,8.56,326,2,34061,4471.48,0.0,0.00,30,
345,"Powiat poznański",406590,244857,16,21,21,41,4,390800,97.2,45.4,62.3,29.1,332688,22,1082.2,5.06,1960,8,326036,4776.27,0.0,0.00,110,
346,"Powiat rawicki",60188,35743,5,5,6,5,1,58212,94.3,86.7,28.4,26.1,31535,22,473.3,4.35,276,3,40833,4357.75,0.0,0.00,22,
347,"Powiat słupecki",58959,35798,5,2,2,6,0,56925,101.3,144.0,25.3,36.0,2819,24,171.8,2.44,331,2,32546,4690.36,0.0,0.00,27,
348,"Powiat szamotulski",91745,55015,5,3,5,14,1,89017,69.6,84.9,37.9,46.3,36972,24,650.4,7.94,368,5,64671,5274.57,0.0,0.00,30,
349,"Powiat średzki",59149,35508,4,3,1,3,1,57303,93.4,98.5,39.2,41.4,34726,27,392.7,4.14,374,4,40861,5004.44,0.0,0.00,27,
350,"Powiat śremski",61492,36825,4,1,4,0,1,60983,67.1,62.7,30.2,28.2,36588,22,378.0,3.53,239,3,47114,4480.42,0.0,0.00,26,
351,"Powiat turecki",83599,50594,6,5,13,5,1,82284,85.9,95.5,40.9,45.5,4501,29,309.9,3.45,505,1,41099,4266.25,0.0,0.00,35,
352,"Powiat wągrowiecki",70096,42390,7,1,2,9,1,67696,79.9,118.5,35.1,52.1,22815,27,456.9,6.78,553,2,47762,4491.29,0.0,0.00,28,
353,"Powiat wolsztyński",57431,34285,11,1,0,1,1,52699,54.2,64.2,34.2,40.5,32913,20,1088.7,12.89,159,1,43762,4489.74,0.0,0.00,27,
354,"Powiat wrzesiński",78037,46841,2,5,1,6,1,76728,102.9,92.7,30.2,27.3,22514,28,181.9,1.64,349,2,46030,4779.96,0.0,0.00,27,
355,"Powiat złotowski",69161,42395,8,8,3,18,3,62640,41.5,99.7,18.1,43.5,10959,26,234.9,5.64,322,3,49569,4041.17,0.0,0.00,31,
356,"Powiat m.Kalisz",99106,56413,3,4,4,4,1,96642,309.3,21.7,104.9,7.3,73951,23,7922.8,5.55,347,7,89367,4718.01,60.2,1013.66,30,
357,"Powiat m.Konin",72539,41966,4,2,6,23,2,70720,215.8,24.5,7.8,0.9,23984,26,5892.4,6.69,249,9,67618,4858.06,82.6,394.98,16,
358,"Powiat m.Leszno",62854,36267,4,3,2,4,1,61938,459.5,23.3,161.3,8.2,48328,24,18644.1,9.45,191,6,61590,4824.14,83.2,655.36,16,
359,"Powiat m.Poznań",532048,306055,13,14,9,64,5,523132,329.5,16.2,49.3,2.4,442102,25,10538.0,5.19,1378,57,504862,6104.97,79.2,1233.99,140,
360,"Powiat białogardzki",47304,28737,4,1,1,3,0,45149,47.8,85.4,23.1,41.3,14405,19,305.2,5.45,243,3,39799,4672.61,0.0,0.00,17,
361,"Powiat choszczeński",47970,29189,8,1,0,4,1,44224,42.0,116.2,52.2,144.6,24422,20,171.0,4.73,112,2,37244,4599.57,0.0,0.00,18,
362,"Powiat drawski",56482,34130,17,4,5,5,0,53649,29.5,92.0,9.3,29.0,31240,25,31.2,0.97,256,4,42062,4416.33,0.0,0.00,20,
363,"Powiat goleniowski",82310,50033,6,4,2,3,0,77319,45.2,88.8,10.6,20.9,45333,25,289.1,5.67,441,4,60194,5102.94,0.0,0.00,33,
364,"Powiat gryficki",59844,36480,5,5,2,15,1,55797,51.6,88.0,28.5,48.7,38455,15,375.1,6.40,199,5,39946,4388.97,0.0,0.00,23,
365,"Powiat gryfiński",81289,49624,12,3,1,2,1,76421,39.4,90.6,24.1,55.5,26912,21,277.7,6.38,466,3,55506,4898.41,0.0,0.00,33,
366,"Powiat kamieński",46692,27877,6,2,1,3,2,44026,38.6,83.3,16.8,36.3,19196,19,486.5,10.49,181,4,32977,4304.58,0.0,0.00,18,
367,"Powiat kołobrzeski",79300,47040,3,2,2,4,2,76839,92.9,84.9,85.8,78.4,52071,26,949.4,8.68,433,4,72668,4575.02,0.0,0.00,23,
368,"Powiat koszaliński",66505,41542,6,1,0,2,0,63685,43.9,109.2,10.9,27.1,22685,19,409.4,10.18,416,2,44809,4616.89,0.0,0.00,31,
369,"Powiat myśliborski",65373,39339,3,0,0,5,1,63876,54.9,99.3,48.7,88.1,29620,17,256.3,4.63,148,4,49331,4503.53,0.0,0.00,28,
370,"Powiat policki",81584,50622,5,2,0,10,0,81151,59.6,48.6,10.9,8.8,63594,18,1355.7,11.06,332,2,75045,5535.45,0.0,0.00,25,
371,"Powiat pyrzycki",39202,23748,9,2,0,1,0,37365,53.5,99.1,20.7,38.3,18563,18,177.7,3.29,161,2,27115,4428.81,0.0,0.00,18,
372,"Powiat sławieński",55777,33540,10,1,1,0,0,53378,82.1,153.6,15.2,28.4,23724,24,493.7,9.23,288,2,35865,4350.66,0.0,0.00,25,
373,"Powiat stargardzki",120132,71983,10,4,0,5,1,116841,47.2,59.7,12.2,15.4,71455,24,527.7,6.68,602,5,98640,4750.37,0.0,0.00,39,
374,"Powiat szczecinecki",77258,46236,5,5,7,15,0,76034,40.3,92.0,13.2,30.2,38017,25,220.3,5.04,329,8,65459,4827.82,0.0,0.00,27,
375,"Powiat świdwiński",46394,28048,4,3,2,4,2,43732,42.9,101.1,30.6,72.1,20466,30,337.6,7.95,165,2,38335,4339.70,0.0,0.00,18,
376,"Powiat wałecki",52707,31905,6,3,5,7,1,51311,24.9,66.8,40.0,107.3,25761,17,127.2,3.42,274,2,40121,4678.73,0.0,0.00,19,
377,"Powiat łobeski",36486,21861,3,2,0,8,0,35250,39.1,114.1,24.6,71.9,12467,22,15.0,0.44,173,2,24255,4713.45,0.0,0.00,13,
378,"Powiat m.Koszalin",106235,59752,3,7,3,13,2,106201,173.7,16.1,29.8,2.8,90977,22,8958.7,8.29,323,7,100431,4973.23,76.2,524.56,23,
379,"Powiat m.Szczecin",398255,229608,4,7,10,11,3,381477,224.0,16.9,17.7,1.3,330711,24,4943.4,3.73,1238,27,344066,5695.84,76.5,717.60,90,
380,"Powiat m.Świnoujście",40948,23898,1,0,1,6,1,40944,50.1,24.7,0.6,0.3,29445,21,2113.1,10.43,162,4,38736,5517.68,54.0,420.73,8,
